Case_ID,Prompt_ID,Task_Type,Fold,Generator_Stratum,y_true,standard_m1_pred,dual_blocked_pred,target
CASE_0249,EXP_002,explanation,2,2,0,0,0,T2
CASE_0250,EXP_002,explanation,2,3,0,1,1,T2
CASE_0251,EXP_002,explanation,2,4,0,0,0,T2
CASE_0252,EXP_002,explanation,2,5,1,0,0,T2
CASE_0253,EXP_003,explanation,4,0,0,1,1,T2
CASE_0254,EXP_003,explanation,4,1,0,0,0,T2
CASE_0255,EXP_003,explanation,4,2,0,1,1,T2
CASE_0256,EXP_003,explanation,4,3,0,0,0,T2
CASE_0257,EXP_003,explanation,4,4,0,1,0,T2
CASE_0260,EXP_004,explanation,4,1,0,0,0,T2
CASE_0261,EXP_004,explanation,4,2,0,1,1,T2
CASE_0262,EXP_004,explanation,4,3,0,0,1,T2
CASE_0263,EXP_004,explanation,4,4,0,0,1,T2
CASE_0265,EXP_005,explanation,1,0,0,1,1,T2
CASE_0266,EXP_005,explanation,1,1,0,0,0,T2
CASE_0267,EXP_005,explanation,1,2,0,1,1,T2
CASE_0268,EXP_005,explanation,1,3,1,1,1,T2
CASE_0269,EXP_005,explanation,1,4,0,0,0,T2
CASE_0270,EXP_005,explanation,1,5,0,1,1,T2
CASE_0271,EXP_006,explanation,2,0,0,0,0,T2
CASE_0272,EXP_006,explanation,2,1,0,0,0,T2
CASE_0273,EXP_006,explanation,2,2,0,1,1,T2
CASE_0274,EXP_006,explanation,2,3,0,0,0,T2
CASE_0275,EXP_006,explanation,2,4,0,0,0,T2
CASE_0277,EXP_007,explanation,3,0,0,0,0,T2
CASE_0278,EXP_007,explanation,3,1,0,0,0,T2
CASE_0279,EXP_007,explanation,3,2,0,0,0,T2
CASE_0280,EXP_007,explanation,3,3,0,0,0,T2
CASE_0281,EXP_007,explanation,3,4,1,0,0,T2
CASE_0282,EXP_007,explanation,3,5,0,0,0,T2
CASE_0284,EXP_008,explanation,4,1,0,0,0,T2
CASE_0285,EXP_008,explanation,4,2,0,0,0,T2
CASE_0286,EXP_008,explanation,4,3,0,1,1,T2
CASE_0287,EXP_008,explanation,4,4,0,1,0,T2
CASE_0288,EXP_008,explanation,4,5,0,0,0,T2
CASE_0290,EXP_009,explanation,0,1,0,0,0,T2
CASE_0291,EXP_009,explanation,0,2,0,0,0,T2
CASE_0292,EXP_009,explanation,0,3,0,0,0,T2
CASE_0293,EXP_009,explanation,0,4,0,0,0,T2
CASE_0294,EXP_009,explanation,0,5,0,1,0,T2
CASE_0296,EXP_010,explanation,2,1,0,0,0,T2
CASE_0297,EXP_010,explanation,2,2,0,0,0,T2
CASE_0298,EXP_010,explanation,2,3,0,0,0,T2
CASE_0299,EXP_010,explanation,2,4,0,0,0,T2
CASE_0301,EXP_011,explanation,4,0,0,0,0,T2
CASE_0302,EXP_011,explanation,4,1,0,0,0,T2
CASE_0304,EXP_011,explanation,4,3,0,0,0,T2
CASE_0305,EXP_011,explanation,4,4,0,0,0,T2
CASE_0307,EXP_012,explanation,2,0,0,0,0,T2
CASE_0308,EXP_012,explanation,2,1,0,0,0,T2
CASE_0309,EXP_012,explanation,2,2,0,0,0,T2
CASE_0310,EXP_012,explanation,2,3,0,0,0,T2
CASE_0311,EXP_012,explanation,2,4,0,0,0,T2
CASE_0314,EXP_013,explanation,0,1,0,0,0,T2
CASE_0315,EXP_013,explanation,0,2,0,0,0,T2
CASE_0316,EXP_013,explanation,0,3,0,0,1,T2
CASE_0317,EXP_013,explanation,0,4,0,0,0,T2
CASE_0318,EXP_013,explanation,0,5,0,0,0,T2
CASE_0320,EXP_014,explanation,3,1,0,0,0,T2
CASE_0322,EXP_014,explanation,3,3,0,0,0,T2
CASE_0323,EXP_014,explanation,3,4,0,0,0,T2
CASE_0326,EXP_015,explanation,1,1,0,0,0,T2
CASE_0328,EXP_015,explanation,1,3,0,0,0,T2
CASE_0329,EXP_015,explanation,1,4,0,0,0,T2
CASE_0332,EXP_016,explanation,3,1,0,0,0,T2
CASE_0334,EXP_016,explanation,3,3,0,0,1,T2
CASE_0335,EXP_016,explanation,3,4,0,1,0,T2
CASE_0336,EXP_016,explanation,3,5,0,1,1,T2
CASE_0337,EXP_017,explanation,1,0,0,0,0,T2
CASE_0338,EXP_017,explanation,1,1,0,0,0,T2
CASE_0339,EXP_017,explanation,1,2,0,0,0,T2
CASE_0340,EXP_017,explanation,1,3,0,0,0,T2
CASE_0341,EXP_017,explanation,1,4,0,0,0,T2
CASE_0342,EXP_017,explanation,1,5,0,0,0,T2
CASE_0344,EXP_018,explanation,1,1,0,0,0,T2
CASE_0346,EXP_018,explanation,1,3,0,0,0,T2
CASE_0347,EXP_018,explanation,1,4,0,0,0,T2
CASE_0348,EXP_018,explanation,1,5,0,0,0,T2
CASE_0350,EXP_019,explanation,0,1,0,0,0,T2
CASE_0352,EXP_019,explanation,0,3,0,0,0,T2
CASE_0353,EXP_019,explanation,0,4,0,0,0,T2
CASE_0354,EXP_019,explanation,0,5,0,0,0,T2
CASE_0356,EXP_020,explanation,3,1,0,0,0,T2
CASE_0358,EXP_020,explanation,3,3,0,0,0,T2
CASE_0359,EXP_020,explanation,3,4,0,0,0,T2
CASE_0362,IF_001,instruction_following,3,1,0,0,0,T2
CASE_0364,IF_001,instruction_following,3,3,0,0,0,T2
CASE_0365,IF_001,instruction_following,3,4,0,0,0,T2
CASE_0368,IF_002,instruction_following,4,1,0,1,1,T2
CASE_0369,IF_002,instruction_following,4,2,0,0,0,T2
CASE_0370,IF_002,instruction_following,4,3,0,1,1,T2
CASE_0371,IF_002,instruction_following,4,4,0,1,0,T2
CASE_0374,IF_003,instruction_following,2,1,0,0,0,T2
CASE_0376,IF_003,instruction_following,2,3,0,1,1,T2
CASE_0377,IF_003,instruction_following,2,4,0,0,0,T2
CASE_0378,IF_003,instruction_following,2,5,0,0,1,T2
CASE_0379,IF_004,instruction_following,2,0,0,1,1,T2
CASE_0380,IF_004,instruction_following,2,1,0,1,1,T2
CASE_0381,IF_004,instruction_following,2,2,0,1,0,T2
CASE_0382,IF_004,instruction_following,2,3,0,0,1,T2
CASE_0383,IF_004,instruction_following,2,4,0,1,0,T2
CASE_0384,IF_004,instruction_following,2,5,0,1,1,T2
CASE_0386,IF_005,instruction_following,4,1,0,0,0,T2
CASE_0388,IF_005,instruction_following,4,3,0,1,1,T2
CASE_0389,IF_005,instruction_following,4,4,0,0,0,T2
CASE_0390,IF_005,instruction_following,4,5,0,0,0,T2
CASE_0392,IF_006,instruction_following,1,1,0,0,0,T2
CASE_0394,IF_006,instruction_following,1,3,0,0,0,T2
CASE_0395,IF_006,instruction_following,1,4,0,1,0,T2
CASE_0396,IF_006,instruction_following,1,5,0,0,0,T2
CASE_0398,IF_007,instruction_following,1,1,0,0,0,T2
CASE_0399,IF_007,instruction_following,1,2,0,0,0,T2
CASE_0400,IF_007,instruction_following,1,3,0,0,0,T2
CASE_0401,IF_007,instruction_following,1,4,1,0,0,T2
CASE_0404,IF_008,instruction_following,4,1,0,0,0,T2
CASE_0405,IF_008,instruction_following,4,2,0,0,0,T2
CASE_0406,IF_008,instruction_following,4,3,0,0,0,T2
CASE_0407,IF_008,instruction_following,4,4,0,0,0,T2
CASE_0410,IF_009,instruction_following,1,1,0,0,0,T2
CASE_0411,IF_009,instruction_following,1,2,0,0,0,T2
CASE_0412,IF_009,instruction_following,1,3,0,0,0,T2
CASE_0413,IF_009,instruction_following,1,4,0,0,0,T2
CASE_0416,IF_010,instruction_following,0,1,0,0,0,T2
CASE_0418,IF_010,instruction_following,0,3,0,0,0,T2
CASE_0419,IF_010,instruction_following,0,4,0,0,0,T2
CASE_0422,IF_011,instruction_following,0,1,0,0,0,T2
CASE_0424,IF_011,instruction_following,0,3,0,0,0,T2
